"Date","Price","Open","High","Low","Vol.","Change %"
"09/06/2021","52,700.0","53,200.0","54,000.0","52,400.0","4.10M","-0.57%"
"09/01/2021","53,000.0","51,500.0","54,200.0","51,400.0","5.79M","2.71%"
"08/31/2021","51,600.0","51,300.0","52,600.0","51,300.0","5.87M","-0.39%"
"08/30/2021","51,800.0","51,500.0","52,200.0","51,000.0","3.43M","1.37%"
"08/27/2021","51,100.0","51,000.0","52,000.0","50,300.0","4.57M","0.20%"
"08/26/2021","51,000.0","48,400.0","51,200.0","48,200.0","10.60M","6.47%"
"08/25/2021","47,900.0","47,100.0","47,950.0","46,600.0","2.51M","2.02%"
"08/24/2021","46,950.0","47,350.0","48,200.0","46,850.0","4.01M","-0.74%"
"08/23/2021","47,300.0","47,300.0","48,450.0","46,800.0","3.64M","-0.11%"
"08/20/2021","47,350.0","47,500.0","48,250.0","46,100.0","5.28M","0.64%"
"08/19/2021","47,050.0","47,500.0","48,000.0","47,050.0","3.65M","-1.57%"
"08/18/2021","47,800.0","47,500.0","48,500.0","47,500.0","3.46M","-0.83%"
"08/17/2021","48,200.0","48,700.0","48,700.0","47,000.0","2.79M","-1.13%"
"08/16/2021","48,750.0","50,200.0","50,200.0","48,350.0","3.64M","-0.51%"
"08/13/2021","49,000.0","47,150.0","49,000.0","46,000.0","5.00M","4.03%"
"08/12/2021","47,100.0","47,978.0","48,953.0","46,807.0","6.29M","-2.32%"
"08/11/2021","48,221.0","49,538.0","50,318.0","48,221.0","6.20M","-2.08%"
"08/10/2021","49,245.0","48,270.0","49,733.0","47,588.0","6.00M","2.85%"
"08/09/2021","47,880.0","47,100.0","48,221.0","47,100.0","3.16M","1.66%"
"08/06/2021","47,100.0","46,174.0","48,026.0","45,784.0","6.00M","2.01%"
"08/05/2021","46,174.0","45,637.0","46,905.0","45,345.0","2.65M","0.64%"
"08/04/2021","45,881.0","46,759.0","46,759.0","45,686.0","4.27M","-1.36%"
"08/03/2021","46,515.0","46,417.0","47,295.0","45,637.0","5.21M","0.85%"
"08/02/2021","46,125.0","44,857.0","47,100.0","44,662.0","4.89M","2.60%"
"07/30/2021","44,955.0","44,077.0","45,832.0","44,077.0","4.96M","2.11%"
"07/29/2021","44,028.0","43,199.0","44,467.0","42,858.0","3.48M","2.38%"
"07/28/2021","43,004.0","43,297.0","43,784.0","42,956.0","1.80M","-1.56%"
"07/27/2021","43,687.0","43,931.0","44,370.0","43,492.0","3.95M","0.00%"
"07/26/2021","43,687.0","41,054.0","44,126.0","40,859.0","5.62M","5.41%"
"07/23/2021","41,444.0","42,419.0","42,614.0","41,444.0","2.89M","-2.52%"
"07/22/2021","42,517.0","42,029.0","43,053.0","41,542.0","2.38M","1.16%"
"07/21/2021","42,029.0","41,542.0","42,127.0","41,249.0","2.54M","1.65%"
"07/20/2021","41,347.0","40,859.0","41,444.0","39,689.0","2.37M","1.68%"
"07/19/2021","40,664.0","39,055.0","42,127.0","38,616.0","4.99M","1.21%"
"07/16/2021","40,176.0","39,981.0","40,371.0","39,591.0","1.75M","1.98%"
"07/15/2021","39,396.0","37,641.0","39,494.0","37,641.0","1.35M","3.06%"
"07/14/2021","38,226.0","39,006.0","39,494.0","37,738.0","2.20M","-1.26%"
"07/13/2021","38,714.0","38,031.0","38,909.0","37,885.0","1.67M","2.32%"
"07/12/2021","37,836.0","38,811.0","38,909.0","36,568.0","4.66M","-3.00%"
"07/09/2021","39,006.0","40,371.0","40,859.0","38,519.0","3.34M","-4.42%"
"07/08/2021","40,810.0","40,957.0","41,785.0","40,469.0","2.56M","-0.12%"
"07/07/2021","40,859.0","40,761.0","40,957.0","38,519.0","3.61M","1.21%"
"07/06/2021","40,371.0","43,979.0","43,979.0","40,371.0","2.99M","-6.97%"
"07/05/2021","43,394.0","43,882.0","44,370.0","42,956.0","3.67M","-0.11%"
"07/02/2021","43,443.0","43,882.0","43,882.0","43,394.0","1.95M","-0.33%"
"07/01/2021","43,589.0","42,419.0","43,687.0","41,737.0","5.09M","3.95%"
